200 18000
146 178 4
74 37 5
115 156 6
186 173 7
52 156 8
77 159 9
102 160 10
39 191 1
45 163 2
1 38 3
34 68 4
89 28 5
60 139 6
41 34 7
41 82 8
192 127 9
89 136 10
57 127 1
193 20 2
71 163 3
70 138 4
155 177 5
144 190 6
10 42 7
16 158 8
112 104 9
84 192 10
53 158 1
60 180 2
96 57 3
33 169 4
157 198 5
100 153 6
2 132 7
21 69 8
23 180 9
106 60 10
32 66 1
52 100 2
109 79 3
164 150 4
90 99 5
16 154 6
189 167 7
84 127 8
116 11 9
61 143 10
53 100 1
135 101 2
43 31 3
10 69 4
6 48 5
143 20 6
62 31 7
163 65 8
165 198 9
96 110 10
28 101 1
8 63 2
167 183 3
82 90 4
39 82 5
55 122 6
194 27 7
61 170 8
50 148 9
1 118 10
71 79 1
115 11 2
119 129 3
78 58 4
68 194 5
51 91 6
35 182 7
143 152 8
36 30 9
55 99 10
176 190 1
70 195 2
187 29 3
144 180 4
50 97 5
83 188 6
93 56 7
15 184 8
74 158 9
65 165 10
96 194 1
34 11 2
76 181 3
63 135 4
131 192 5
121 23 6
41 29 7
191 122 8
24 13 9
195 124 10
34 169 1
61 169 2
51 72 3
200 147 4
73 64 5
1 156 6
101 128 7
103 127 8
18 129 9
83 178 10
96 92 1
177 161 2
47 108 3
197 104 4
93 54 5
141 91 6
156 128 7
14 29 8
62 160 9
56 13 10
106 166 1
45 89 2
187 127 3
51 119 4
126 64 5
63 169 6
116 53 7
71 124 8
2 164 9
85 72 10
191 69 1
43 108 2
93 143 3
94 160 4
61 84 5
118 31 6
148 193 7
151 29 8
85 34 9
8 140 10
118 183 1
72 101 2
115 70 3
6 109 4
177 119 5
142 138 6
62 115 7
61 131 8
191 167 9
3 154 10
108 107 1
3 69 2
10 67 3
174 92 4
115 46 5
153 120 6
15 34 7
49 195 8
40 168 9
108 76 10
155 93 1
32 137 2
51 20 3
16 46 4
80 139 5
63 88 6
112 174 7
131 113 8
139 20 9
118 65 10
161 186 1
109 70 2
134 37 3
25 31 4
8 136 5
110 194 6
182 122 7
56 180 8
45 147 9
102 17 10
191 128 1
68 127 2
40 46 3
113 167 4
59 157 5
67 161 6
116 158 7
16 20 8
102 180 9
94 103 10
39 7 1
55 138 2
112 10 3
179 122 4
6 130 5
77 7 6
47 115 7
46 127 8
135 19 9
38 60 10
68 186 1
76 65 2
67 13 3
98 20 4
194 92 5
50 114 6
125 175 7
141 197 8
191 25 9
133 86 10
127 181 1
54 65 2
103 183 3
110 187 4
144 158 5
90 130 6
57 136 7
163 128 8
34 143 9
119 148 10
94 180 1
58 38 2
111 192 3
81 170 4
93 171 5
72 4 6
140 105 7
71 10 8
80 119 9
158 188 10
111 27 1
40 167 2
118 124 3
7 129 4
69 187 5
178 120 6
146 174 7
94 184 8
85 134 9
117 111 10
185 142 1
18 100 2
121 179 3
80 199 4
96 193 5
32 192 6
140 145 7
195 151 8
169 136 9
143 92 10
39 26 1
10 173 2
104 137 3
57 102 4
22 142 5
176 192 6
99 54 7
163 90 8
17 167 9
6 89 10
191 176 1
71 9 2
185 108 3
152 95 4
134 104 5
156 136 6
61 88 7
196 183 8
59 75 9
172 148 10
47 101 1
121 91 2
34 113 3
165 130 4
52 160 5
32 26 6
85 23 7
98 42 8
31 100 9
141 161 10
22 170 1
78 131 2
170 195 3
41 75 4
179 199 5
77 95 6
90 107 7
71 153 8
87 117 9
144 103 10
70 193 1
67 149 2
33 84 3
19 132 4
34 35 5
47 87 6
99 127 7
90 153 8
67 159 9
1 60 10
168 150 1
184 92 2
82 70 3
19 107 4
187 190 5
33 9 6
76 124 7
14 30 8
146 7 9
97 173 10
175 162 1
59 2 2
52 69 3
43 33 4
112 66 5
42 192 6
135 157 7
57 178 8
111 199 9
5 135 10
137 128 1
39 195 2
140 137 3
81 194 4
116 193 5
117 174 6
135 189 7
41 124 8
38 111 9
51 182 10
96 91 1
140 178 2
182 167 3
191 139 4
52 132 5
19 153 6
21 182 7
88 7 8
87 183 9
13 129 10
97 36 1
11 27 2
146 198 3
83 101 4
184 95 5
22 173 6
170 164 7
96 62 8
51 166 9
131 127 10
161 173 1
149 91 2
186 127 3
62 157 4
63 82 5
25 26 6
141 33 7
52 183 8
142 186 9
23 185 10
23 103 1
53 132 2
104 186 3
56 151 4
146 171 5
141 16 6
100 165 7
83 199 8
85 42 9
85 107 10
51 130 1
179 200 2
43 64 3
16 198 4
19 173 5
67 139 6
43 76 7
16 180 8
80 114 9
96 42 10
72 30 1
46 150 2
96 89 3
50 113 4
5 94 5
8 115 6
163 142 7
55 190 8
67 127 9
78 178 10
8 48 1
194 156 2
17 175 3
146 64 4
5 171 5
94 53 6
71 134 7
168 38 8
59 189 9
37 160 10
8 91 1
172 17 2
188 168 3
155 78 4
99 138 5
140 59 6
108 95 7
80 124 8
173 180 9
37 178 10
74 127 1
166 73 2
63 129 3
10 33 4
39 160 5
179 21 6
147 124 7
45 100 8
84 98 9
55 128 10
178 27 1
194 102 2
77 79 3
87 131 4
124 165 5
33 36 6
3 1 7
17 120 8
49 62 9
135 170 10
169 65 1
8 113 2
146 127 3
73 157 4
10 70 5
145 167 6
141 164 7
23 104 8
5 132 9
94 114 10
140 198 1
8 62 2
17 154 3
75 151 4
116 149 5
52 89 6
66 153 7
149 130 8
108 65 9
44 178 10
194 158 1
15 183 2
197 106 3
1 152 4
85 98 5
115 158 6
97 186 7
79 54 8
179 159 9
154 193 10
43 69 1
200 20 2
7 31 3
171 170 4
44 129 5
123 164 6
182 120 7
140 7 8
3 58 9
53 18 10
31 198 1
77 12 2
98 188 3
93 115 4
15 97 5
71 164 6
29 199 7
14 154 8
34 50 9
161 149 10
87 153 1
84 147 2
32 138 3
191 97 4
103 182 5
61 199 6
134 13 7
63 147 8
40 95 9
184 60 10
11 190 1
6 16 2
39 53 3
21 62 4
78 157 5
77 109 6
5 89 7
78 33 8
22 176 9
33 114 10
171 92 1
135 120 2
45 16 3
134 42 4
155 164 5
164 190 6
56 150 7
159 148 8
121 44 9
77 75 10
149 100 1
12 137 2
43 12 3
147 193 4
179 20 5
94 92 6
21 127 7
12 40 8
24 52 9
16 9 10
131 136 1
45 20 2
150 137 3
53 35 4
134 60 5
200 124 6
171 113 7
184 99 8
16 65 9
179 84 10
7 138 1
183 91 2
43 131 3
41 109 4
15 16 5
126 150 6
113 46 7
109 159 8
23 115 9
176 183 10
191 1 1
174 170 2
109 86 3
41 117 4
63 108 5
84 196 6
17 187 7
158 92 8
125 192 9
35 76 10
89 101 1
72 168 2
116 89 3
67 120 4
63 161 5
105 180 6
71 104 7
18 89 8
155 184 9
173 165 10
125 56 1
146 68 2
52 199 3
47 25 4
161 20 5
50 70 6
90 128 7
71 176 8
15 138 9
34 157 10
16 64 1
177 95 2
13 199 3
89 148 4
178 30 5
47 145 6
94 23 7
73 118 8
116 71 9
53 86 10
196 154 1
15 25 2
9 20 3
25 100 4
45 172 5
51 160 6
18 110 7
184 129 8
4 183 9
177 164 10
158 95 1
156 54 2
145 88 3
125 118 4
171 64 5
15 191 6
163 159 7
124 183 8
141 101 9
67 164 10
96 97 1
66 127 2
179 196 3
56 192 4
121 107 5
52 70 6
188 9 7
88 195 8
21 54 9
200 139 10
156 153 1
62 40 2
188 131 3
71 75 4
185 9 5
75 157 6
1 145 7
109 65 8
41 66 9
108 118 10
89 190 1
41 136 2
34 191 3
156 20 4
71 161 5
59 164 6
77 33 7
177 181 8
85 26 9
60 167 10
112 61 1
126 33 2
43 41 3
121 89 4
18 165 5
158 131 6
50 44 7
19 88 8
3 74 9
115 166 10
79 183 1
143 128 2
16 107 3
74 38 4
58 199 5
83 164 6
158 170 7
108 128 8
24 132 9
121 33 10
98 175 1
64 95 2
34 49 3
121 16 4
126 105 5
131 28 6
3 21 7
68 21 8
14 109 9
74 25 10
146 138 1
117 127 2
22 143 3
123 200 4
34 73 5
182 176 6
170 173 7
143 1 8
125 131 9
32 150 10
135 119 1
76 118 2
39 166 3
194 183 4
177 79 5
194 136 6
125 116 7
49 28 8
200 153 9
28 195 10
159 196 1
116 186 2
77 92 3
192 91 4
3 85 5
83 113 6
77 180 7
24 18 8
102 165 9
140 174 10
188 154 1
71 32 2
39 76 3
2 167 4
106 91 5
155 75 6
83 66 7
141 152 8
86 42 9
86 117 10
121 156 1
108 42 2
10 195 3
36 149 4
36 136 5
87 42 6
37 44 7
105 106 8
5 189 9
154 20 10
172 65 1
59 89 2
17 159 3
46 120 4
105 196 5
40 120 6
93 104 7
104 156 8
169 127 9
93 154 10
155 171 1
14 55 2
154 122 3
144 53 4
37 78 5
131 88 6
89 182 7
60 54 8
197 154 9
177 195 10
44 122 1
194 75 2
152 180 3
185 136 4
76 90 5
3 192 6
187 138 7
5 108 8
121 72 9
158 173 10
16 159 1
159 165 2
149 183 3
21 58 4
90 9 5
41 167 6
12 181 7
84 120 8
171 38 9
24 25 10
172 25 1
197 196 2
37 29 3
41 171 4
59 46 5
5 53 6
69 33 7
155 83 8
109 46 9
39 65 10
164 129 1
135 165 2
34 2 3
178 160 4
50 62 5
3 98 6
160 119 7
173 120 8
85 12 9
35 148 10
59 129 1
90 165 2
63 75 3
37 147 4
23 19 5
14 175 6
1 188 7
108 130 8
39 18 9
36 86 10
122 107 1
109 173 2
6 175 3
94 7 4
14 97 5
196 107 6
81 151 7
105 128 8
125 21 9
67 28 10
111 127 1
170 42 2
118 30 3
94 40 4
135 159 5
90 118 6
141 112 7
5 121 8
15 27 9
86 166 10
114 176 1
59 78 2
77 17 3
144 12 4
179 117 5
89 195 6
77 18 7
46 129 8
123 145 9
154 192 10
170 4 1
15 190 2
37 171 3
149 150 4
112 56 5
123 42 6
66 124 7
52 59 8
85 147 9
143 171 10
167 27 1
104 145 2
88 119 3
159 128 4
131 130 5
112 167 6
94 199 7
101 136 8
16 127 9
24 51 10
70 58 1
21 114 2
185 73 3
119 30 4
40 164 5
140 100 6
35 57 7
155 41 8
83 79 9
80 29 10
35 68 1
32 169 2
197 117 3
141 185 4
141 143 5
168 148 6
118 180 7
52 149 8
48 148 9
69 184 10
37 4 1
40 163 2
10 128 3
87 114 4
197 177 5
116 183 6
96 67 7
78 40 8
23 61 9
133 143 10
18 168 1
30 180 2
47 70 3
31 192 4
134 59 5
59 190 6
89 188 7
30 183 8
118 147 9
100 180 10
86 107 1
164 154 2
179 13 3
161 184 4
41 95 5
156 157 6
36 106 7
59 128 8
133 161 9
135 175 10
108 192 1
117 20 2
86 131 3
87 189 4
18 169 5
166 48 6
123 35 7
78 13 8
172 150 9
147 128 10
173 13 1
102 107 2
125 187 3
19 75 4
80 20 5
144 10 6
194 124 7
5 52 8
184 29 9
141 118 10
19 110 1
177 114 2
38 73 3
118 199 4
93 174 5
155 7 6
57 180 7
80 120 8
50 52 9
24 172 10
152 7 1
32 27 2
58 127 3
73 75 4
24 58 5
43 32 6
38 187 7
123 154 8
134 18 9
52 174 10
131 65 1
185 95 2
86 27 3
61 128 4
129 198 5
135 31 6
72 150 7
200 198 8
81 27 9
114 73 10
6 58 1
140 70 2
18 119 3
3 100 4
122 157 5
141 171 6
70 91 7
35 11 8
3 188 9
141 195 10
96 191 1
61 177 2
134 95 3
104 190 4
50 168 5
179 42 6
106 101 7
145 58 8
109 19 9
123 87 10
179 180 1
96 10 2
122 193 3
156 147 4
52 137 5
37 149 6
62 178 7
104 191 8
116 98 9
184 103 10
48 147 1
16 60 2
2 175 3
115 171 4
117 99 5
166 182 6
97 16 7
54 198 8
85 124 9
140 30 10
89 9 1
135 42 2
165 181 3
63 84 4
49 117 5
83 145 6
10 46 7
71 77 8
83 192 9
56 158 10
5 122 1
113 199 2
195 148 3
108 62 4
105 176 5
73 190 6
81 157 7
135 152 8
131 165 9
177 152 10
18 56 1
200 151 2
85 109 3
125 76 4
58 13 5
140 164 6
44 20 7
67 173 8
133 127 9
49 90 10
112 143 1
38 170 2
71 38 3
68 67 4
172 7 5
74 102 6
23 13 7
117 165 8
23 110 9
29 20 10
155 102 1
108 178 2
163 190 3
24 152 4
71 158 5
61 172 6
168 27 7
161 183 8
93 197 9
72 16 10
1 147 1
109 120 2
62 148 3
145 20 4
49 152 5
97 147 6
15 33 7
39 128 8
16 84 9
179 143 10
2 54 1
87 62 2
52 147 3
74 30 4
126 17 5
8 39 6
34 84 7
59 90 8
59 117 9
15 171 10
67 113 1
26 150 2
169 64 3
149 169 4
189 159 5
167 107 6
61 75 7
155 30 8
8 90 9
108 99 10
57 67 1
9 92 2
69 113 3
175 46 4
161 27 5
45 84 6
151 136 7
101 130 8
94 104 9
146 111 10
126 181 1
39 157 2
51 170 3
142 176 4
41 47 5
134 148 6
56 139 7
155 80 8
32 157 9
155 73 10
45 72 1
39 2 2
191 10 3
36 172 4
143 80 5
28 193 6
112 2 7
3 41 8
59 92 9
83 55 10
141 81 1
105 48 2
87 58 3
112 12 4
144 109 5
14 186 6
82 130 7
98 170 8
196 100 9
67 9 10
44 29 1
63 86 2
52 55 3
77 160 4
113 159 5
48 137 6
11 137 7
108 183 8
102 92 9
51 165 10
142 66 1
51 154 2
34 54 3
156 173 4
84 171 5
115 88 6
94 150 7
58 42 8
70 107 9
14 102 10
24 86 1
80 128 2
70 180 3
18 195 4
179 154 5
132 128 6
34 16 7
53 161 8
97 177 9
184 148 10
34 37 1
30 192 2
189 120 3
16 136 4
9 91 5
167 4 6
50 142 7
23 193 8
171 100 9
60 92 10
5 47 1
134 67 2
159 29 3
43 67 4
37 131 5
67 106 6
172 103 7
179 82 8
5 92 9
140 44 10
67 137 1
107 198 2
52 33 3
10 147 4
18 59 5
172 73 6
123 129 7
178 169 8
178 73 9
5 77 10
17 142 1
140 154 2
13 153 3
49 30 4
82 58 5
43 105 6
69 150 7
123 34 8
146 52 9
50 49 10
21 168 1
195 154 2
26 29 3
83 160 4
50 20 5
3 196 6
28 173 7
161 166 8
34 91 9
71 4 10
51 171 1
36 58 2
3 55 3
77 29 4
12 176 5
93 169 6
119 29 7
53 175 8
92 31 9
67 103 10
1 20 1
160 31 2
72 98 3
172 158 4
169 199 5
81 183 6
194 153 7
133 199 8
80 36 9
131 166 10
126 168 1
18 183 2
148 31 3
62 124 4
175 139 5
7 153 6
96 82 7
166 164 8
38 54 9
59 142 10
175 64 1
127 198 2
96 198 3
77 156 4
3 38 5
112 128 6
179 191 7
74 197 8
195 107 9
159 156 10
156 137 1
144 40 2
113 169 3
115 187 4
166 173 5
43 50 6
121 199 7
89 154 8
83 28 9
89 66 10
79 142 1
113 11 2
43 143 3
79 7 4
83 198 5
147 30 6
43 157 7
85 163 8
43 61 9
135 54 10
23 164 1
135 194 2
69 145 3
178 107 4
193 91 5
69 111 6
21 153 7
23 100 8
126 187 9
196 186 10
147 91 1
108 110 2
143 33 3
87 120 4
55 89 5
43 198 6
125 127 7
116 88 8
43 40 9
71 173 10
124 136 1
121 135 2
197 119 3
155 28 4
84 56 5
177 64 6
57 70 7
22 175 8
9 147 9
171 138 10
114 174 1
45 111 2
89 187 3
78 132 4
115 36 5
135 114 6
74 65 7
121 140 8
108 81 9
18 151 10
32 130 1
3 8 2
112 73 3
142 48 4
53 95 5
63 198 6
24 150 7
117 198 8
14 99 9
131 139 10
43 79 1
150 91 2
14 174 3
104 161 4
125 182 5
77 72 6
98 150 7
155 26 8
29 54 9
85 60 10
61 162 1
82 143 2
81 60 3
88 192 4
26 147 5
108 196 6
112 90 7
150 64 8
170 199 9
167 198 10
16 88 1
115 27 2
191 173 3
177 86 4
61 17 5
21 11 6
121 144 7
79 180 8
146 57 9
32 167 10
88 40 1
25 166 2
155 114 3
62 150 4
78 17 5
131 176 6
195 92 7
86 130 8
126 171 9
18 131 10
141 59 1
6 200 2
104 100 3
196 122 4
132 198 5
12 120 6
53 159 7
112 111 8
175 122 9
22 149 10
35 140 1
43 70 2
9 11 3
116 72 4
109 124 5
112 48 6
170 165 7
163 148 8
17 27 9
171 29 10
10 32 1
108 28 2
109 36 3
82 160 4
37 103 5
157 139 6
143 32 7
133 92 8
105 161 9
159 167 10
131 164 1
146 77 2
16 4 3
163 175 4
173 20 5
41 9 6
56 7 7
3 22 8
195 101 9
11 159 10
87 107 1
178 167 2
126 179 3
179 106 4
72 178 5
49 48 6
37 9 7
116 79 8
155 57 9
92 127 10
109 9 1
5 136 2
98 89 3
7 147 4
109 38 5
57 115 6
79 101 7
126 157 8
200 184 9
88 90 10
23 196 1
116 136 2
49 42 3
125 12 4
175 107 5
144 68 6
109 55 7
85 139 8
104 56 9
18 182 10
108 148 1
124 199 2
96 98 3
57 29 4
36 184 5
87 70 6
49 64 7
160 186 8
8 142 9
19 158 10
68 30 1
23 28 2
163 136 3
94 52 4
36 29 5
5 17 6
48 169 7
21 72 8
52 186 9
26 139 10
10 117 1
134 80 2
51 117 3
39 138 4
32 181 5
62 164 6
22 138 7
103 48 8
179 153 9
79 42 10
122 169 1
60 100 2
182 199 3
3 53 4
94 194 5
143 150 6
101 20 7
69 66 8
58 101 9
188 142 10
194 193 1
114 181 2
134 160 3
197 120 4
177 124 5
55 182 6
125 69 7
83 153 8
168 65 9
86 88 10
164 138 1
177 159 2
134 199 3
71 11 4
145 159 5
57 114 6
161 139 7
133 157 8
114 153 9
59 76 10
40 132 1
83 133 2
190 120 3
81 175 4
13 139 5
18 154 6
21 17 7
150 190 8
189 147 9
9 196 10
185 100 1
66 120 2
19 160 3
135 105 4
94 69 5
53 10 6
188 13 7
163 27 8
179 110 9
83 99 10
53 9 1
69 56 2
28 119 3
140 86 4
191 114 5
2 36 6
41 183 7
143 54 8
54 129 9
125 105 10
178 154 1
51 147 2
163 42 3
179 182 4
85 93 5
185 180 6
3 156 7
94 82 8
116 112 9
82 40 10
78 176 1
172 88 2
98 102 3
112 151 4
88 187 5
69 168 6
18 84 7
179 151 8
83 159 9
70 32 10
109 91 1
34 92 2
179 185 3
39 63 4
102 181 5
191 180 6
82 30 7
85 127 8
34 104 9
125 27 10
30 127 1
8 72 2
119 107 3
68 117 4
94 98 5
97 156 6
159 173 7
22 38 8
116 174 9
148 190 10
117 195 1
184 168 2
76 148 3
112 160 4
50 102 5
17 26 6
21 119 7
150 130 8
114 25 9
140 84 10
74 51 1
138 199 2
174 176 3
79 163 4
55 157 5
39 196 6
3 113 7
179 38 8
45 17 9
76 99 10
52 167 1
14 11 2
126 83 3
155 149 4
156 65 5
7 162 6
5 29 7
152 195 8
125 100 9
191 132 10
22 88 1
189 161 2
49 4 3
14 88 4
99 95 5
177 169 6
8 106 7
146 24 8
179 66 9
152 142 10
146 96 1
70 40 2
6 8 3
133 170 4
2 131 5
197 148 6
58 169 7
16 169 8
49 95 9
157 199 10
176 31 1
119 92 2
87 29 3
36 17 4
8 1 5
69 76 6
122 128 7
74 54 8
68 139 9
71 91 10
96 88 1
186 153 2
135 148 3
197 19 4
21 76 5
23 160 6
18 20 7
109 167 8
105 184 9
57 44 10
164 127 1
104 51 2
131 153 3
5 184 4
18 4 5
140 92 6
84 131 7
114 4 8
89 175 9
78 166 10
14 120 1
131 183 2
82 76 3
24 67 4
77 99 5
169 157 6
71 52 7
16 162 8
35 138 9
11 183 10
52 129 1
179 135 2
194 190 3
83 59 4
4 130 5
126 192 6
46 198 7
103 60 8
131 46 9
73 169 10
145 176 1
40 54 2
116 108 3
34 51 4
125 89 5
167 181 6
7 65 7
61 92 8
79 95 9
43 54 10
134 69 1
69 91 2
73 180 3
123 100 4
7 11 5
174 149 6
35 136 7
119 42 8
24 182 9
45 109 10
61 117 1
77 182 2
5 50 3
116 199 4
3 179 5
74 56 6
135 33 7
186 91 8
51 164 9
78 88 10
146 189 1
189 172 2
104 168 3
22 90 4
67 115 5
128 138 6
35 163 7
149 153 8
160 64 9
146 200 10
1 181 1
96 2 2
89 75 3
45 99 4
7 17 5
86 25 6
83 147 7
188 130 8
69 183 9
92 54 10
182 60 1
85 31 2
158 181 3
12 131 4
189 25 5
86 160 6
133 196 7
174 183 8
154 153 9
122 199 10
12 147 1
18 48 2
172 102 3
80 164 4
179 105 5
192 13 6
69 163 7
62 66 8
56 90 9
78 183 10
34 175 1
84 66 2
44 100 3
129 130 4
184 120 5
21 117 6
6 92 7
98 113 8
33 44 9
98 101 10
93 196 1
177 128 2
85 63 3
157 183 4
125 98 5
31 64 6
191 67 7
93 132 8
146 9 9
140 24 10
35 185 1
55 163 2
197 194 3
121 96 4
146 170 5
76 180 6
94 147 7
184 163 8
12 168 9
74 20 10
154 30 1
76 32 2
33 190 3
24 186 4
73 20 5
176 137 6
16 29 7
146 63 8
160 26 9
8 70 10
87 196 1
47 160 2
126 87 3
178 26 4
93 153 5
36 73 6
30 190 7
179 68 8
126 43 9
2 84 10
171 142 1
117 130 2
41 152 3
2 153 4
34 88 5
143 21 6
51 181 7
117 4 8
45 5 9
15 93 10
140 172 1
16 101 2
16 161 3
85 169 4
194 173 5
179 37 6
68 150 7
142 60 8
50 194 9
1 124 10
50 111 1
131 31 2
3 160 3
134 153 4
74 44 5
112 20 6
191 40 7
72 157 8
88 11 9
55 195 10
200 148 1
11 13 2
148 60 3
10 100 4
172 119 5
102 173 6
10 91 7
104 120 8
105 70 9
10 142 10
8 123 1
41 114 2
2 107 3
24 68 4
144 157 5
103 9 6
33 148 7
37 67 8
96 165 9
47 137 10
151 54 1
109 106 2
144 60 3
96 65 4
96 60 5
126 155 6
200 156 7
38 124 8
170 180 9
19 183 10
146 131 1
17 128 2
100 129 3
145 136 4
158 166 5
19 150 6
108 16 7
134 47 8
16 91 9
18 105 10
125 30 1
44 183 2
81 187 3
19 56 4
12 1 5
124 127 6
23 162 7
116 44 8
87 100 9
34 150 10
184 147 1
1 174 2
93 158 3
18 196 4
89 184 5
58 128 6
36 27 7
194 167 8
11 92 9
150 169 10
103 148 1
158 200 2
119 182 3
176 167 4
97 102 5
49 131 6
23 120 7
160 122 8
103 119 9
74 18 10
142 64 1
164 100 2
61 130 3
76 169 4
7 75 5
125 99 6
23 30 7
22 102 8
141 31 9
97 139 10
84 90 1
145 178 2
83 4 3
43 149 4
128 153 5
125 108 6
5 28 7
164 128 8
83 72 9
125 135 10
21 108 1
22 35 2
131 132 3
62 194 4
14 70 5
72 149 6
2 75 7
44 118 8
7 149 9
140 163 10
94 176 1
21 199 2
43 24 3
44 169 4
119 136 5
16 142 6
82 31 7
193 65 8
134 113 9
61 40 10
114 168 1
163 99 2
61 55 3
55 30 4
78 159 5
36 65 6
42 198 7
103 186 8
165 91 9
16 1 10
49 7 1
111 91 2
112 41 3
189 195 4
87 76 5
68 107 6
93 168 7
66 169 8
96 79 9
114 95 10
82 115 1
67 20 2
55 173 3
146 17 4
19 157 5
12 33 6
9 162 7
84 36 8
44 107 9
125 123 10
39 200 1
96 184 2
185 29 3
18 152 4
85 16 5
25 182 6
14 26 7
140 168 8
6 104 9
71 47 10
167 139 1
61 129 2
77 178 3
185 30 4
144 86 5
81 107 6
61 153 7
116 10 8
104 1 9
14 50 10
164 193 1
45 195 2
51 153 3
34 90 4
119 190 5
185 12 6
116 86 7
72 152 8
44 103 9
141 156 10
89 103 1
63 160 2
85 142 3
187 167 4
126 112 5
39 87 6
123 62 7
113 100 8
5 186 9
188 4 10
75 167 1
147 64 2
71 92 3
103 167 4
126 14 5
26 66 6
127 20 7
12 148 8
185 56 9
134 19 10
197 109 1
83 120 2
50 173 3
184 139 4
66 156 5
171 46 6
74 119 7
116 21 8
30 153 9
12 86 10
174 64 1
43 167 2
68 92 3
126 46 4
77 132 5
71 186 6
81 188 7
68 10 8
57 110 9
126 11 10
111 136 1
56 107 2
59 101 3
36 181 4
88 129 5
67 98 6
174 120 7
55 46 8
182 165 9
5 55 10
18 190 1
21 162 2
14 92 3
93 55 4
169 180 5
82 156 6
63 54 7
126 50 8
30 124 9
169 165 10
152 193 1
28 147 2
26 157 3
99 154 4
41 52 5
104 28 6
39 24 7
112 162 8
140 99 9
87 36 10
15 167 1
126 62 2
189 178 3
23 24 4
117 48 5
106 178 6
141 92 7
62 107 8
24 160 9
73 30 10
21 190 1
123 66 2
146 25 3
87 18 4
99 165 5
22 42 6
144 129 7
155 89 8
123 158 9
3 180 10
79 160 1
161 157 2
19 180 3
197 25 4
135 32 5
15 41 6
32 46 7
15 150 8
82 135 9
123 9 10
135 137 1
77 113 2
148 124 3
126 118 4
99 137 5
14 25 6
87 17 7
106 122 8
15 178 9
45 48 10
84 65 1
35 101 2
178 103 3
3 39 4
115 73 5
140 129 6
106 163 7
125 2 8
12 169 9
96 154 10
32 174 1
59 170 2
144 107 3
33 182 4
56 48 5
8 80 6
36 169 7
101 190 8
16 25 9
69 132 10
119 13 1
108 137 2
8 49 3
22 162 4
135 106 5
84 124 6
8 145 7
50 152 8
24 78 9
168 31 10
85 21 1
188 66 2
93 149 3
94 174 4
135 182 5
93 117 6
161 119 7
109 51 8
3 120 9
177 163 10
141 41 1
123 161 2
68 164 3
146 113 4
83 131 5
77 40 6
50 136 7
60 130 8
161 95 9
134 108 10
43 42 1
99 198 2
123 191 3
106 148 4
106 99 5
200 118 6
174 132 7
57 172 8
123 39 9
23 81 10
98 157 1
41 42 2
29 124 3
41 118 4
52 122 5
85 119 6
76 167 7
5 19 8
12 124 9
151 169 10
50 158 1
125 151 2
41 140 3
50 78 4
128 139 5
61 95 6
193 101 7
163 186 8
158 168 9
8 69 10
45 79 1
11 29 2
33 60 3
111 190 4
36 162 5
116 33 6
86 170 7
166 138 8
121 36 9
56 178 10
5 58 1
10 167 2
13 183 3
145 100 4
77 168 5
112 186 6
146 83 7
93 60 8
80 163 9
115 25 10
112 119 1
121 167 2
56 111 3
141 56 4
200 58 5
177 16 6
145 101 7
89 110 8
10 139 9
35 153 10
168 137 1
43 180 2
132 122 3
200 157 4
189 73 5
126 123 6
51 111 7
57 163 8
168 130 9
82 198 10
43 191 1
116 130 2
50 28 3
106 54 4
102 136 5
134 76 6
132 4 7
112 188 8
79 36 9
157 181 10
69 7 1
43 179 2
188 127 3
8 147 4
56 164 5
32 107 6
1 30 7
90 20 8
66 92 9
174 11 10
191 143 1
6 169 2
47 136 3
89 156 4
97 103 5
109 142 6
140 25 7
114 65 8
23 133 9
147 42 10
21 151 1
32 30 2
171 73 3
36 13 4
200 129 5
43 56 6
118 100 7
175 151 8
168 192 9
135 89 10
8 172 1
45 29 2
81 90 3
175 170 4
71 67 5
34 132 6
74 160 7
18 95 8
37 172 9
141 170 10
34 137 1
179 100 2
121 115 3
9 120 4
132 139 5
75 199 6
137 20 7
102 66 8
36 32 9
121 19 10
195 192 1
52 19 2
34 56 3
123 74 4
51 148 5
28 30 6
19 31 7
116 42 8
43 170 9
93 150 10
98 60 1
121 106 2
67 62 3
189 76 4
141 165 5
45 73 6
134 142 7
81 13 8
79 198 9
106 128 10
2 183 1
116 140 2
110 107 3
171 119 4
55 27 5
53 50 6
94 27 7
109 58 8
14 28 9
179 183 10
4 91 1
126 161 2
170 169 3
188 99 4
149 156 5
123 33 6
4 190 7
56 4 8
143 124 9
186 95 10
93 139 1
147 173 2
102 142 3
52 98 4
10 129 5
115 154 6
71 54 7
100 183 8
32 91 9
123 187 10
8 153 1
62 48 2
39 88 3
97 178 4
185 13 5
140 159 6
158 148 7
73 198 8
182 100 9
107 64 10
158 159 1
41 2 2
179 65 3
160 54 4
52 67 5
134 17 6
34 147 7
15 43 8
172 165 9
93 136 10
58 142 1
152 65 2
133 190 3
149 30 4
21 161 5
40 30 6
8 81 7
1 66 8
87 81 9
193 64 10
70 64 1
126 120 2
62 168 3
3 133 4
83 138 5
69 81 6
3 144 7
80 186 8
77 1 9
52 170 10
63 55 1
179 33 2
104 129 3
45 187 4
105 138 5
22 73 6
143 148 7
161 150 8
55 65 9
102 95 10
47 38 1
9 199 2
151 100 3
105 153 4
8 20 5
